number,parameter_01,parameter_02(x_coordinate),parameter_03(y_coordinate),parameter_04,parameter_05,parameter_06,parameter_07,parameter_08,parameter_09,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,class(OK/NG)
13908.0,L,10386.0,12762.0,1060.0,0.0,0.0,500.0,16.08,1.3495,42.0,46.0,45.7,33.87,0.0,0.0445,0.5487,OK
13909.0,L,11624.0,12754.0,1640.0,0.0,0.0,764.0,12.91,2.2353,78.0,36.0,76.0,34.0,0.0,0.0396,0.584,OK
13910.0,L,11188.0,12740.0,1892.0,0.0,0.0,824.0,14.09,1.1642,66.0,72.0,69.61,59.79,0.0,0.0447,0.3981,OK
13911.0,L,5436.0,12736.0,904.0,0.0,0.0,496.0,13.38,1.1322,52.0,44.0,44.89,39.65,0.0,0.0307,0.3951,OK
13912.0,L,11086.0,12732.0,1164.0,64.0,19.46,480.0,14.05,1.5484,66.0,50.0,67.88,43.84,0.0664,0.043,0.3527,OK
13913.0,L,4616.0,12730.0,3644.0,0.0,0.0,1736.0,16.27,1.3708,86.0,106.0,103.94,75.82,0.0,0.0395,0.3997,OK
13914.0,L,4278.0,12718.0,2720.0,0.0,0.0,1184.0,12.27,2.1261,58.0,110.0,106.94,50.3,0.0,0.0323,0.4263,OK
13915.0,D,10102.0,12700.0,968.0,600.0,15.69,0.0,0.0,2.5885,86.0,42.0,84.58,32.68,0.0446,0.0,0.268,OK
13916.0,D,10748.0,12688.0,1312.0,780.0,14.94,0.0,0.0,2.103,76.0,40.0,75.27,35.79,0.0493,0.0,0.4316,OK
13917.0,L,11732.0,12686.0,3676.0,40.0,16.53,1524.0,15.19,2.4258,62.0,146.0,143.83,59.29,0.0569,0.0472,0.4061,OK
13918.0,L,4412.0,12686.0,4104.0,0.0,0.0,2120.0,10.94,1.5826,96.0,92.0,108.22,68.38,0.0,0.0276,0.4647,OK
13919.0,D,6986.0,12664.0,1124.0,484.0,15.15,0.0,0.0,1.9231,52.0,58.0,70.71,36.77,0.034,0.0,0.3727,OK
13920.0,D,10516.0,12656.0,2496.0,964.0,15.86,0.0,0.0,1.5015,96.0,66.0,93.81,62.48,0.051,0.0,0.3939,OK
13921.0,L,3632.0,12536.0,1208.0,0.0,0.0,572.0,14.58,2.0685,72.0,48.0,74.92,36.22,0.0,0.0404,0.3495,OK
13922.0,L,11952.0,12534.0,1040.0,0.0,0.0,484.0,12.09,1.7707,40.0,66.0,64.64,36.5,0.0,0.039,0.3939,OK
13923.0,L,5416.0,12524.0,904.0,0.0,0.0,472.0,13.51,1.5789,62.0,40.0,60.0,38.0,0.0,0.0309,0.3645,OK
13924.0,L,1346.0,12522.0,2708.0,0.0,0.0,1276.0,12.8,1.0472,72.0,68.0,68.95,65.85,0.0,0.0368,0.5531,OK
13925.0,L,4418.0,12520.0,3468.0,0.0,0.0,1584.0,11.46,1.0922,86.0,98.0,91.4,83.68,0.0,0.0288,0.4115,OK
13926.0,D,9196.0,12516.0,1132.0,480.0,15.88,0.0,0.0,1.2674,58.0,44.0,53.57,42.26,0.0382,0.0,0.4436,OK
13927.0,L,4282.0,12510.0,1024.0,0.0,0.0,328.0,10.54,1.3889,52.0,38.0,50.0,36.0,0.0,0.0276,0.5182,OK
13928.0,L,2654.0,12510.0,2432.0,0.0,0.0,1260.0,13.59,3.51,38.0,122.0,120.38,34.3,0.0,0.0398,0.5246,OK
13929.0,L,12110.0,12468.0,1100.0,272.0,20.33,412.0,12.98,1.2949,52.0,72.0,65.33,50.45,0.0727,0.0415,0.2938,OK
13930.0,L,9960.0,12468.0,1024.0,0.0,0.0,444.0,13.42,1.2353,44.0,36.0,42.0,34.0,0.0,0.0329,0.6465,OK
13931.0,D,8914.0,12448.0,6608.0,2964.0,17.97,116.0,15.93,5.069,82.0,312.0,313.68,61.88,0.0437,0.0358,0.2583,OK
13932.0,L,4618.0,12444.0,6772.0,0.0,0.0,2916.0,15.01,2.4167,86.0,196.0,195.73,80.99,0.0,0.0362,0.4018,OK
13933.0,L,4454.0,12412.0,1204.0,0.0,0.0,560.0,13.1,1.1123,66.0,60.0,61.68,55.45,0.0,0.0325,0.304,OK
13934.0,L,4092.0,12388.0,1584.0,0.0,0.0,648.0,13.97,1.5,50.0,74.0,72.0,48.0,0.0,0.0364,0.4281,OK
13935.0,L,10398.0,12380.0,3300.0,0.0,0.0,1472.0,13.52,1.1463,96.0,84.0,94.0,82.0,0.0,0.0377,0.4092,OK
13936.0,L,9116.0,12368.0,1136.0,0.0,0.0,584.0,12.32,2.0142,36.0,68.0,63.71,31.63,0.0,0.0269,0.4641,OK
13937.0,D,8916.0,12368.0,976.0,588.0,16.21,0.0,0.0,1.7854,38.0,64.0,62.51,35.01,0.0398,0.0,0.4013,OK
13938.0,L,5602.0,12352.0,940.0,0.0,0.0,392.0,10.1,1.6121,48.0,44.0,55.09,34.17,0.0,0.0225,0.4451,OK
13939.0,L,11340.0,12350.0,1120.0,0.0,0.0,472.0,12.82,1.7952,68.0,40.0,66.12,36.83,0.0,0.0419,0.4118,OK
13940.0,L,10658.0,12350.0,1652.0,0.0,0.0,552.0,13.01,3.5771,44.0,100.0,100.43,28.08,0.0,0.0382,0.3755,OK
13941.0,L,12134.0,12344.0,1268.0,0.0,0.0,708.0,13.49,2.1538,28.0,58.0,56.0,26.0,0.0,0.0426,0.7808,OK
13942.0,L,11060.0,12344.0,1516.0,0.0,0.0,688.0,12.77,2.0792,42.0,84.0,81.96,39.42,0.0,0.0385,0.4297,OK
13943.0,L,11950.0,12326.0,1240.0,0.0,0.0,744.0,13.9,1.8981,48.0,86.0,84.48,44.51,0.0,0.0444,0.3004,OK
13944.0,L,11702.0,12304.0,4188.0,0.0,0.0,2108.0,16.77,2.1171,108.0,168.0,175.72,83.0,0.0,0.0513,0.2308,OK
13945.0,L,10190.0,12292.0,2428.0,0.0,0.0,988.0,13.99,2.4175,60.0,138.0,136.78,56.58,0.0,0.037,0.2932,OK
13946.0,L,4626.0,12270.0,1224.0,0.0,0.0,548.0,13.92,1.8824,36.0,66.0,64.0,34.0,0.0,0.0336,0.5152,OK
13947.0,L,7458.0,12220.0,968.0,0.0,0.0,456.0,11.55,1.8685,40.0,66.0,65.51,35.06,0.0,0.0243,0.3667,OK
13948.0,D,3708.0,12198.0,2796.0,1384.0,16.8,0.0,0.0,4.4039,36.0,146.0,144.63,32.84,0.0515,0.0,0.532,OK
13949.0,L,11936.0,12170.0,1356.0,0.0,0.0,644.0,12.24,1.2088,58.0,74.0,68.0,56.26,0.0,0.0394,0.3159,OK
13950.0,L,2656.0,12170.0,940.0,0.0,0.0,544.0,12.83,2.011,36.0,62.0,60.17,29.92,0.0,0.0377,0.4211,OK
13951.0,L,11728.0,12150.0,1176.0,0.0,0.0,544.0,13.68,2.5283,32.0,74.0,72.79,28.79,0.0,0.0416,0.4966,OK
13952.0,L,7108.0,12144.0,1940.0,0.0,0.0,1064.0,10.98,5.6585,30.0,156.0,154.11,27.23,0.0,0.0226,0.4145,OK
13953.0,L,4634.0,12120.0,1252.0,0.0,0.0,464.0,12.55,2.0,52.0,58.0,67.88,33.94,0.0,0.0303,0.4151,OK
13954.0,D,11976.0,12108.0,1808.0,1300.0,23.84,148.0,12.68,4.4178,152.0,50.0,148.35,33.58,0.0864,0.0406,0.2379,OK
13955.0,D,2738.0,12066.0,1076.0,456.0,13.2,0.0,0.0,2.7258,26.0,62.0,60.32,22.13,0.0447,0.0,0.6675,OK
13956.0,L,8616.0,12060.0,1612.0,0.0,0.0,924.0,15.07,1.4169,60.0,66.0,70.61,49.83,0.0,0.0346,0.4071,OK
13957.0,D,11842.0,12052.0,2020.0,1072.0,14.89,0.0,0.0,1.1384,74.0,52.0,62.08,54.54,0.0539,0.0,0.5249,OK
13958.0,D,8916.0,12030.0,3324.0,1668.0,17.25,0.0,0.0,2.336,56.0,128.0,125.94,53.91,0.0431,0.0,0.4637,OK
13959.0,L,7108.0,12030.0,1104.0,0.0,0.0,508.0,11.83,3.3231,30.0,74.0,73.58,22.14,0.0,0.0245,0.4973,OK
13960.0,D,5506.0,12008.0,31044.0,17244.0,17.2,0.0,0.0,18.6893,64.0,1070.0,1067.97,57.14,0.0429,0.0,0.4533,OK
13961.0,L,5156.0,11986.0,1292.0,0.0,0.0,580.0,13.88,1.25,42.0,52.0,50.0,40.0,0.0,0.0323,0.5916,OK
13962.0,L,4624.0,11982.0,944.0,0.0,0.0,436.0,14.23,1.2875,52.0,42.0,49.96,38.81,0.0,0.0343,0.4322,OK
13963.0,L,10812.0,11952.0,1396.0,0.0,0.0,768.0,16.39,1.426,72.0,50.0,68.49,48.03,0.0,0.0497,0.3878,OK
13964.0,L,10472.0,11952.0,1428.0,0.0,0.0,704.0,14.53,1.2729,58.0,50.0,57.3,45.02,0.0,0.0422,0.4924,OK
13965.0,L,10212.0,11946.0,1140.0,0.0,0.0,548.0,12.96,1.8507,52.0,82.0,78.42,42.37,0.0,0.0351,0.2674,OK
13966.0,L,5422.0,11938.0,1420.0,0.0,0.0,600.0,11.31,1.2083,50.0,60.0,58.0,48.0,0.0,0.0258,0.4733,OK
13967.0,L,1134.0,11938.0,1108.0,0.0,0.0,548.0,12.21,1.8612,38.0,66.0,64.61,34.71,0.0,0.0372,0.4418,OK
13968.0,L,5338.0,11928.0,1332.0,0.0,0.0,632.0,13.09,2.9649,28.0,78.0,76.28,25.73,0.0,0.0293,0.6099,OK
13969.0,L,5598.0,11922.0,1244.0,0.0,0.0,584.0,12.27,1.0341,54.0,54.0,52.59,50.85,0.0,0.0275,0.4266,OK
13970.0,L,4274.0,11916.0,1272.0,0.0,0.0,540.0,11.66,1.2046,52.0,62.0,59.68,49.54,0.0,0.0305,0.3945,OK
13971.0,L,7454.0,11894.0,2072.0,0.0,0.0,736.0,12.76,1.8352,56.0,84.0,82.07,44.72,0.0,0.0272,0.4405,OK
13972.0,D,8924.0,11892.0,2504.0,1188.0,15.54,0.0,0.0,3.008,42.0,122.0,119.94,39.87,0.0391,0.0,0.4887,OK
13973.0,L,4422.0,11874.0,2132.0,0.0,0.0,1060.0,12.53,1.2561,74.0,84.0,76.06,60.55,0.0,0.0314,0.343,OK
13974.0,D,2720.0,11864.0,2648.0,1412.0,13.17,0.0,0.0,3.5556,48.0,148.0,145.91,41.04,0.0444,0.0,0.3727,OK
13975.0,D&L,11938.0,11850.0,6188.0,1164.0,24.58,2004.0,14.12,1.5607,106.0,156.0,151.64,97.16,0.0909,0.0457,0.3742,OK
13976.0,D,8922.0,11808.0,1012.0,624.0,15.71,0.0,0.0,1.2513,40.0,50.0,47.77,38.17,0.0399,0.0,0.506,OK
13977.0,L,1378.0,11804.0,1376.0,0.0,0.0,664.0,12.83,1.72,44.0,66.0,63.56,36.95,0.0,0.0371,0.4738,OK
13978.0,D&L,11954.0,11768.0,3096.0,1600.0,27.51,840.0,13.79,2.0341,146.0,80.0,143.77,70.68,0.1019,0.0443,0.2651,OK
13979.0,L,9946.0,11764.0,1252.0,0.0,0.0,560.0,15.34,2.9065,72.0,28.0,69.67,23.97,0.0,0.0389,0.621,OK
13980.0,L,10208.0,11760.0,1684.0,0.0,0.0,624.0,16.22,1.6135,50.0,64.0,65.24,40.44,0.0,0.0444,0.5263,OK
13981.0,L,7458.0,11754.0,1116.0,0.0,0.0,520.0,12.8,2.4946,58.0,36.0,61.7,24.73,0.0,0.0274,0.5345,OK
13982.0,L,2656.0,11752.0,1536.0,0.0,0.0,616.0,13.67,3.1915,32.0,96.0,94.61,29.64,0.0,0.0403,0.5,OK
13983.0,L,11730.0,11748.0,2616.0,0.0,0.0,1484.0,16.11,2.3093,54.0,114.0,108.66,47.05,0.0,0.0496,0.425,OK
13984.0,L,3918.0,11748.0,4952.0,0.0,0.0,2780.0,10.27,1.135,108.0,120.0,118.26,104.19,0.0,0.0281,0.3821,OK
13985.0,L,4628.0,11746.0,4212.0,0.0,0.0,1804.0,14.83,1.3927,80.0,102.0,103.2,74.11,0.0,0.0358,0.5162,OK
13986.0,D,10546.0,11704.0,1820.0,884.0,15.82,0.0,0.0,1.7034,86.0,52.0,83.6,49.08,0.0535,0.0,0.407,OK
13987.0,L,12102.0,11692.0,1100.0,172.0,15.97,328.0,16.24,1.264,56.0,48.0,55.29,43.74,0.0571,0.0521,0.4092,OK
13988.0,L,4416.0,11686.0,5616.0,0.0,0.0,2372.0,12.72,1.2244,124.0,148.0,143.87,117.51,0.0,0.0319,0.306,OK
13989.0,D,6980.0,11674.0,1156.0,684.0,13.54,0.0,0.0,1.1111,62.0,56.0,60.0,54.0,0.0309,0.0,0.3329,OK
13990.0,L,11732.0,11640.0,952.0,0.0,0.0,552.0,14.32,1.9109,38.0,66.0,64.76,33.89,0.0,0.0443,0.3796,OK
13991.0,D,9376.0,11640.0,1020.0,376.0,15.96,128.0,16.16,2.4865,54.0,72.0,82.29,33.09,0.0416,0.0389,0.2623,OK
13992.0,L,11628.0,11600.0,1176.0,0.0,0.0,476.0,12.81,1.3242,52.0,52.0,55.78,42.13,0.0,0.0398,0.4349,OK
13993.0,D&L,11934.0,11582.0,3828.0,1908.0,24.54,524.0,14.79,1.4035,134.0,126.0,138.82,98.91,0.0919,0.0483,0.2267,OK
13994.0,L,7106.0,11578.0,4068.0,0.0,0.0,2352.0,12.8,9.1394,32.0,268.0,266.0,29.11,0.0,0.0268,0.4743,OK
13995.0,L,4648.0,11578.0,1176.0,0.0,0.0,528.0,15.5,1.6667,58.0,52.0,63.08,37.85,0.0,0.0375,0.3899,OK
13996.0,L,4420.0,11566.0,2344.0,0.0,0.0,1064.0,12.83,1.7137,110.0,64.0,101.75,59.37,0.0,0.0324,0.333,OK
13997.0,L,8866.0,11542.0,920.0,0.0,0.0,456.0,13.4,1.3641,44.0,52.0,52.55,38.52,0.0,0.0318,0.4021,OK
13998.0,D,12012.0,11522.0,1324.0,656.0,21.8,132.0,12.57,3.0319,82.0,56.0,91.95,30.33,0.0798,0.0409,0.2883,OK
13999.0,D,4522.0,11484.0,1420.0,776.0,12.93,0.0,0.0,1.5691,60.0,64.0,69.29,44.16,0.0349,0.0,0.3698,OK
14000.0,L,12126.0,11478.0,1496.0,0.0,0.0,984.0,12.36,2.3333,32.0,72.0,70.0,30.0,0.0,0.0399,0.6493,OK
14001.0,L,11918.0,11464.0,1116.0,0.0,0.0,524.0,13.23,2.4309,76.0,40.0,69.99,28.79,0.0,0.0438,0.3671,OK
14002.0,D,12048.0,11454.0,948.0,452.0,22.09,188.0,15.08,2.0,58.0,30.0,56.0,28.0,0.0814,0.0489,0.5448,OK
14003.0,L,10664.0,11446.0,1596.0,108.0,19.69,516.0,14.11,1.8093,70.0,44.0,68.72,37.98,0.0669,0.043,0.5182,OK
14004.0,L,7458.0,11444.0,1480.0,0.0,0.0,728.0,14.12,2.2667,70.0,32.0,68.0,30.0,0.0,0.0305,0.6607,OK
14005.0,0.0,4564.0,11436.0,1252.0,312.0,15.67,292.0,17.04,2.0082,90.0,50.0,88.73,44.18,0.0417,0.0417,0.2782,OK
14006.0,L,10808.0,11384.0,1556.0,0.0,0.0,612.0,13.52,2.4662,48.0,80.0,86.14,34.93,0.0,0.0414,0.4052,OK
14007.0,L,2650.0,11362.0,1168.0,0.0,0.0,760.0,14.35,1.6469,40.0,52.0,52.68,31.99,0.0,0.042,0.5615,OK
14008.0,L,10212.0,11358.0,1724.0,0.0,0.0,604.0,14.41,1.1347,68.0,56.0,62.33,54.94,0.0,0.0401,0.4527,OK
14009.0,L,4416.0,11356.0,1232.0,0.0,0.0,576.0,11.58,1.6538,68.0,66.0,76.92,46.51,0.0,0.0294,0.2745,OK
14010.0,L,9748.0,11344.0,1652.0,0.0,0.0,672.0,13.78,1.9529,74.0,54.0,80.92,41.43,0.0,0.0341,0.4134,OK
14011.0,L,2998.0,11320.0,1084.0,0.0,0.0,408.0,12.3,1.3484,64.0,40.0,50.71,37.6,0.0,0.0339,0.4234,OK
14012.0,L,10460.0,11312.0,2332.0,0.0,0.0,1408.0,13.0,1.0256,82.0,80.0,80.0,78.0,0.0,0.0388,0.3555,OK
14013.0,D,5502.0,11310.0,20480.0,11120.0,17.41,0.0,0.0,12.0865,64.0,680.0,678.05,56.1,0.0438,0.0,0.4706,OK
14014.0,L,10046.0,11306.0,2780.0,0.0,0.0,1224.0,15.16,2.8323,124.0,50.0,122.53,43.26,0.0,0.0405,0.4484,OK
14015.0,L,11056.0,11300.0,1760.0,0.0,0.0,992.0,15.03,1.4615,78.0,72.0,85.21,58.3,0.0,0.0475,0.3134,OK
14016.0,L,9264.0,11296.0,1612.0,0.0,0.0,604.0,12.56,1.5862,60.0,94.0,92.0,58.0,0.0,0.0297,0.2858,OK
14017.0,L,9958.0,11292.0,2268.0,0.0,0.0,992.0,13.23,1.7034,72.0,96.0,97.5,57.24,0.0,0.034,0.3281,OK
14018.0,L,9056.0,11290.0,3560.0,0.0,0.0,1368.0,13.52,1.6974,156.0,78.0,138.75,81.74,0.0,0.0312,0.2926,OK
14019.0,L,5404.0,11278.0,1696.0,0.0,0.0,868.0,12.75,1.5848,72.0,82.0,82.6,52.12,0.0,0.0294,0.2873,OK
14020.0,D,8898.0,11274.0,12172.0,6216.0,18.47,0.0,0.0,6.9846,80.0,516.0,513.04,73.45,0.0474,0.0,0.2949,OK
14021.0,L,3634.0,11270.0,1180.0,0.0,0.0,528.0,14.76,1.3018,56.0,46.0,54.91,42.18,0.0,0.041,0.4581,OK
14022.0,L,9662.0,11264.0,952.0,0.0,0.0,572.0,11.54,1.3333,66.0,50.0,64.0,48.0,0.0,0.0285,0.2885,OK
14023.0,L,6214.0,11262.0,1288.0,0.0,0.0,536.0,12.94,1.3798,46.0,60.0,58.63,42.49,0.0,0.0279,0.4667,OK
14024.0,D,12062.0,11260.0,1208.0,728.0,21.6,180.0,15.3,2.8125,92.0,34.0,90.0,32.0,0.0834,0.0517,0.3862,OK
14025.0,L,11724.0,11246.0,3356.0,0.0,0.0,1728.0,14.05,4.1211,44.0,170.0,168.01,40.77,0.0,0.0446,0.4487,OK
14026.0,L,10188.0,11246.0,2284.0,40.0,14.92,952.0,13.52,1.8458,118.0,70.0,113.63,61.56,0.0454,0.0379,0.2765,OK
14027.0,L,4292.0,11246.0,1096.0,0.0,0.0,520.0,11.79,1.4466,44.0,64.0,61.19,42.3,0.0,0.0312,0.3892,OK
14028.0,L,6906.0,11232.0,940.0,0.0,0.0,360.0,10.81,1.5,34.0,50.0,48.0,32.0,0.0,0.0228,0.5529,OK
14029.0,L,7458.0,11230.0,1132.0,0.0,0.0,568.0,11.37,1.0435,50.0,48.0,48.0,46.0,0.0,0.0247,0.4717,OK
14030.0,L,7290.0,11226.0,1312.0,0.0,0.0,500.0,12.67,1.35,42.0,56.0,54.0,40.0,0.0,0.0273,0.5578,OK
14031.0,L,9464.0,11204.0,1144.0,0.0,0.0,456.0,12.97,2.3037,40.0,84.0,82.75,35.92,0.0,0.0319,0.3405,OK
14032.0,L,4618.0,11202.0,4692.0,0.0,0.0,2244.0,14.48,2.2751,76.0,170.0,167.3,73.54,0.0,0.0353,0.3632,OK
14033.0,L,8618.0,11188.0,2420.0,0.0,0.0,1084.0,14.16,3.567,38.0,128.0,126.44,35.45,0.0,0.0338,0.4975,OK
14034.0,L,9846.0,11186.0,3404.0,184.0,20.05,1408.0,14.18,1.5618,172.0,106.0,161.66,103.51,0.0563,0.0363,0.1867,OK
14035.0,L,1380.0,11186.0,1712.0,0.0,0.0,736.0,12.0,2.0556,44.0,76.0,77.16,37.54,0.0,0.035,0.512,OK
14036.0,L,4414.0,11140.0,5524.0,0.0,0.0,2496.0,11.69,1.4528,108.0,156.0,154.0,106.0,0.0,0.0297,0.3279,OK
14037.0,L,7468.0,11136.0,1020.0,0.0,0.0,504.0,10.84,2.3333,32.0,72.0,70.0,30.0,0.0,0.0236,0.4427,OK
14038.0,D,11088.0,11110.0,1868.0,756.0,12.54,0.0,0.0,2.0435,118.0,54.0,106.77,52.25,0.0472,0.0,0.2932,OK
14039.0,D,10992.0,11108.0,1976.0,1028.0,14.32,0.0,0.0,1.5629,76.0,56.0,77.86,49.82,0.0522,0.0,0.4643,OK
14040.0,D,11880.0,11100.0,1160.0,576.0,13.5,0.0,0.0,3.1081,48.0,80.0,85.42,27.48,0.0538,0.0,0.3021,OK
14041.0,D,8044.0,11096.0,1584.0,680.0,15.49,0.0,0.0,1.3967,50.0,70.0,66.29,47.46,0.0386,0.0,0.4526,OK
14042.0,D,9212.0,11092.0,1916.0,764.0,15.84,0.0,0.0,1.2313,56.0,62.0,62.78,50.99,0.0406,0.0,0.5518,OK
14043.0,D,6974.0,11082.0,2264.0,920.0,13.84,0.0,0.0,1.9229,74.0,98.0,105.21,54.71,0.032,0.0,0.3122,OK
14044.0,D,9586.0,11078.0,1680.0,792.0,14.17,0.0,0.0,2.2237,108.0,50.0,105.78,47.57,0.0389,0.0,0.3111,OK
14045.0,D,8924.0,11076.0,3612.0,2104.0,18.72,0.0,0.0,1.8929,74.0,154.0,142.21,75.13,0.0487,0.0,0.317,OK
14046.0,D,9444.0,11062.0,4160.0,1796.0,17.6,172.0,17.89,1.0562,114.0,96.0,104.65,99.08,0.0481,0.0446,0.3801,OK
14047.0,D,6404.0,11052.0,1600.0,932.0,15.53,0.0,0.0,1.8135,42.0,72.0,70.36,38.8,0.0382,0.0,0.5291,OK
14048.0,D,3710.0,11044.0,972.0,436.0,15.64,0.0,0.0,3.323,28.0,76.0,75.37,22.68,0.0479,0.0,0.4568,OK
14049.0,L,2654.0,11020.0,1772.0,0.0,0.0,988.0,14.86,1.1739,48.0,56.0,54.0,46.0,0.0,0.0436,0.6592,OK
14050.0,L,4410.0,11018.0,3172.0,0.0,0.0,1488.0,13.43,1.2667,78.0,62.0,76.0,60.0,0.0,0.0342,0.6559,OK
14051.0,L,8290.0,11008.0,984.0,0.0,0.0,472.0,12.77,2.861,38.0,76.0,80.2,28.03,0.0,0.0293,0.3407,OK
14052.0,L,4618.0,10988.0,3816.0,0.0,0.0,1976.0,14.82,1.1389,74.0,84.0,82.0,72.0,0.0,0.0361,0.6139,OK
14053.0,L,11724.0,10982.0,1408.0,0.0,0.0,796.0,15.45,1.148,68.0,56.0,59.52,51.85,0.0,0.0517,0.3697,OK
14054.0,D,10158.0,10944.0,1168.0,516.0,14.19,0.0,0.0,1.0239,44.0,48.0,43.57,42.55,0.0441,0.0,0.553,OK
14055.0,D,3708.0,10932.0,1828.0,572.0,16.3,172.0,12.15,1.203,70.0,84.0,78.5,65.25,0.0506,0.0346,0.3109,OK
14056.0,D,6978.0,10930.0,1412.0,724.0,14.26,0.0,0.0,1.4444,80.0,56.0,78.0,54.0,0.0332,0.0,0.3152,OK
14057.0,D,5502.0,10912.0,10892.0,6820.0,17.15,0.0,0.0,6.5866,58.0,354.0,353.26,53.63,0.0436,0.0,0.5305,OK
14058.0,L,6900.0,10862.0,1448.0,0.0,0.0,676.0,11.41,1.3082,56.0,60.0,61.7,47.16,0.0,0.0243,0.431,OK
14059.0,L,7280.0,10858.0,1124.0,0.0,0.0,456.0,12.97,1.3889,52.0,38.0,50.0,36.0,0.0,0.0283,0.5688,OK
14060.0,L,1378.0,10850.0,1092.0,0.0,0.0,588.0,13.32,1.6378,38.0,58.0,54.85,33.49,0.0,0.039,0.4955,OK
14061.0,L,4620.0,10848.0,2048.0,0.0,0.0,892.0,13.27,2.3313,44.0,96.0,94.92,40.71,0.0,0.0324,0.4848,OK
14062.0,L,8622.0,10840.0,924.0,0.0,0.0,404.0,15.21,1.2353,44.0,36.0,42.0,34.0,0.0,0.0367,0.5833,OK
14063.0,L,5414.0,10840.0,2228.0,0.0,0.0,980.0,12.6,1.169,64.0,72.0,70.43,60.25,0.0,0.0294,0.4835,OK
14064.0,L,11624.0,10838.0,2972.0,0.0,0.0,1420.0,15.45,2.1921,134.0,72.0,138.25,63.07,0.0,0.0516,0.308,OK
14065.0,L,10780.0,10838.0,1152.0,0.0,0.0,476.0,13.12,1.972,68.0,62.0,80.78,40.96,0.0,0.0419,0.2732,OK
14066.0,L,10462.0,10838.0,1576.0,0.0,0.0,656.0,13.4,1.2533,56.0,46.0,53.17,42.43,0.0,0.0407,0.6118,OK
14067.0,L,10874.0,10836.0,2908.0,52.0,16.64,1140.0,13.39,1.7871,124.0,72.0,114.42,64.03,0.059,0.0429,0.3257,OK
14068.0,L,7452.0,10832.0,2280.0,0.0,0.0,1264.0,13.83,1.9345,60.0,116.0,112.79,58.31,0.0,0.0305,0.3276,OK
14069.0,L,2652.0,10830.0,1752.0,0.0,0.0,860.0,13.96,1.995,44.0,82.0,80.43,40.32,0.0,0.0409,0.4856,OK
14070.0,L,5162.0,10828.0,1248.0,0.0,0.0,492.0,14.04,2.0,34.0,66.0,64.0,32.0,0.0,0.0332,0.5561,OK
14071.0,D,5516.0,10826.0,1036.0,440.0,14.84,0.0,0.0,1.9245,34.0,56.0,56.99,29.61,0.0379,0.0,0.5441,OK
14072.0,L,4270.0,10808.0,3112.0,0.0,0.0,1184.0,11.93,1.4393,76.0,100.0,96.85,67.29,0.0,0.0318,0.4095,OK
14073.0,L,3748.0,10802.0,3944.0,0.0,0.0,1936.0,13.01,1.8626,76.0,138.0,136.53,73.3,0.0,0.0378,0.376,OK
14074.0,L,9690.0,10800.0,3024.0,0.0,0.0,1392.0,14.74,3.2955,146.0,48.0,145.61,44.18,0.0,0.037,0.4315,OK
14075.0,L,6912.0,10784.0,1260.0,0.0,0.0,508.0,11.98,1.9745,34.0,60.0,58.85,29.8,0.0,0.0256,0.6176,OK
14076.0,L,10828.0,10782.0,1172.0,0.0,0.0,436.0,14.06,1.0,38.0,38.0,36.0,36.0,0.0,0.0445,0.8116,OK
14077.0,L,4630.0,10782.0,928.0,0.0,0.0,396.0,15.55,1.6657,66.0,38.0,61.38,36.85,0.0,0.0382,0.37,OK
14078.0,D,8050.0,10770.0,1788.0,632.0,15.14,0.0,0.0,1.268,64.0,52.0,62.46,49.26,0.0383,0.0,0.5373,OK
14079.0,D,11834.0,10750.0,1384.0,816.0,12.71,0.0,0.0,1.926,82.0,48.0,81.22,42.17,0.0512,0.0,0.3516,OK
14080.0,L,9260.0,10744.0,1520.0,0.0,0.0,536.0,14.44,1.8947,60.0,62.0,69.18,36.51,0.0,0.0347,0.4086,OK
14081.0,L,4414.0,10738.0,6192.0,0.0,0.0,2540.0,12.26,2.2393,104.0,224.0,222.84,99.51,0.0,0.0314,0.2658,OK
14082.0,D,5074.0,10724.0,1060.0,412.0,14.4,0.0,0.0,2.1877,74.0,36.0,70.65,32.3,0.038,0.0,0.3979,OK
14083.0,L,9092.0,10716.0,2864.0,0.0,0.0,924.0,14.31,1.0983,92.0,70.0,76.0,69.2,0.0,0.0334,0.4447,OK
14084.0,L,10468.0,10696.0,1296.0,0.0,0.0,612.0,15.86,1.1246,60.0,70.0,62.1,55.22,0.0,0.0479,0.3086,OK
14085.0,L,10142.0,10686.0,1092.0,0.0,0.0,440.0,15.54,1.5263,60.0,40.0,58.0,38.0,0.0,0.0427,0.455,OK
14086.0,D&L,8904.0,10684.0,12808.0,4828.0,21.42,1056.0,14.68,2.4262,158.0,374.0,372.08,153.36,0.0558,0.0349,0.2167,OK
14087.0,D,2734.0,10684.0,936.0,516.0,11.24,0.0,0.0,1.7143,30.0,50.0,48.0,28.0,0.0381,0.0,0.624,OK
14088.0,D,6978.0,10670.0,2008.0,764.0,14.08,0.0,0.0,1.9536,60.0,108.0,106.83,54.68,0.033,0.0,0.3099,OK
14089.0,D,5508.0,10664.0,3908.0,1876.0,16.14,0.0,0.0,3.3634,46.0,146.0,144.78,43.04,0.0416,0.0,0.5819,OK
